district,season,rainfall_mm,avg_temp_C,humidity_%,pH,N_kg_ha,P_kg_ha,K_kg_ha,crop
Mandya,Kharif,979.0,20.9,61.3,6.59,47.89,24.97,61.11,Coconut
Hassan,Kharif,883.1,22.9,75.4,6.73,123.6,42.16,238.94,Arecanut
Ramanagara,Rabi,783.5,32.8,51.8,7.35,70.85,55.6,111.2,Tomato
Chitradurga,Kharif,672.4,34.3,73.9,7.38,30.81,35.04,64.82,Groundnut
Mysuru,Kharif,849.1,28.0,77.2,7.15,93.6,51.87,68.87,Vegetables
Mandya,Year-round,901.8,24.9,92.6,6.85,64.01,33.67,65.85,Paddy
Haveri,Kharif,644.7,25.6,61.4,6.87,76.23,21.89,29.98,Cotton
Udupi,Rabi,3334.7,30.8,85.6,5.62,55.76,53.71,67.84,Cashew
Vijayapura,Rabi,507.2,25.2,59.5,7.39,127.14,55.5,129.74,Sugarcane
Mandya,Year-round,836.0,25.7,44.7,6.67,78.84,47.55,118.09,Vegetables
Udupi,Rabi,3133.3,31.9,94.5,5.39,89.01,29.89,50.3,Coconut
Shivamogga,Kharif,2187.0,18.5,61.1,6.46,30.0,25.08,24.09,Millets
Dharwad,Kharif,767.7,33.0,46.8,7.99,37.33,31.49,26.48,Jowar
Shivamogga,Year-round,1255.0,30.9,52.7,5.77,85.48,36.66,70.99,Paddy
Hassan,Kharif,872.4,18.4,47.6,7.01,117.79,46.95,241.98,Arecanut
Bagalkote,Kharif,796.4,28.3,75.3,6.71,20.39,17.51,16.11,Pulses
Vijayapura,Kharif,522.2,31.5,71.6,7.62,123.09,48.25,141.24,Sugarcane
Bagalkote,Kharif,652.4,33.3,56.3,6.33,19.73,12.51,20.2,Pulses
Dakshina Kannada,Kharif,2575.3,25.0,88.8,6.31,87.64,62.45,131.56,Pepper
Shivamogga,Rabi,2182.1,19.5,43.7,5.42,107.46,50.92,129.21,Sugarcane
Dharwad,Kharif,737.9,26.1,69.6,6.6,32.88,49.3,38.07,Groundnut
Udupi,Kharif,2840.9,30.7,76.8,5.6,154.89,87.06,427.37,Banana
Dharwad,Kharif,939.4,25.8,55.1,7.79,22.86,15.05,15.87,Pulses
Vijayapura,Rabi,488.0,33.1,78.0,8.1,104.95,31.38,120.82,Sugarcane
Haveri,Year-round,851.1,25.0,59.5,7.46,95.79,41.28,70.27,Maize
Vijayapura,Rabi,532.7,26.5,79.8,8.03,120.14,53.14,123.95,Sugarcane
Ramanagara,Kharif,809.1,20.6,57.0,6.8,62.25,57.31,85.2,Tomato
Mandya,Year-round,944.0,23.2,79.2,7.53,70.41,61.02,44.54,Vegetables
Dakshina Kannada,Kharif,3917.8,25.9,79.1,5.55,205.73,99.86,264.99,Banana
Hassan,Kharif,936.1,22.6,94.0,7.95,129.4,62.33,234.7,Arecanut
Gadag,Summer,546.2,27.3,50.6,7.73,103.2,25.0,46.08,Cotton
Vijayapura,Summer,572.0,25.3,61.7,7.28,116.29,48.9,128.35,Grapes
Hassan,Rabi,843.3,27.6,64.8,7.43,31.08,15.91,23.29,Ragi
Shivamogga,Kharif,1547.2,26.0,82.5,5.94,115.05,42.42,136.04,Sugarcane
Chitradurga,Kharif,678.5,35.6,72.7,6.33,45.16,15.76,27.66,Sorghum
Hassan,Rabi,1094.5,19.5,60.8,8.0,85.95,44.25,102.74,Vegetables
Ramanagara,Year-round,966.3,22.1,49.4,6.35,20.8,35.72,41.32,Groundnut
Ramanagara,Rabi,778.0,31.0,61.9,6.08,13.23,24.44,27.06,Groundnut
Gadag,Rabi,764.4,31.2,50.9,6.65,55.35,19.72,29.16,Sorghum
Vijayapura,Rabi,603.7,26.7,76.0,8.1,118.83,76.29,54.05,Onion
Shivamogga,Kharif,2069.9,25.5,66.5,5.12,65.85,39.07,38.27,Coconut
Gadag,Kharif,697.8,29.4,36.7,6.49,108.34,26.05,46.38,Cotton
Kalaburagi,Kharif,677.0,37.9,79.3,8.01,105.24,27.53,99.04,Sugarcane
Gadag,Rabi,759.6,29.7,76.3,6.3,24.05,30.26,10.85,Pulses
Chitradurga,Kharif,506.1,29.6,65.9,6.49,82.66,47.96,46.65,Maize
Chitradurga,Kharif,623.3,25.2,76.9,6.22,83.08,29.35,74.28,Maize
Vijayapura,Rabi,543.3,33.7,77.4,6.82,23.6,18.88,21.14,Pulses
Chitradurga,Year-round,598.1,28.4,74.9,6.73,40.09,40.83,31.96,Groundnut
Vijayapura,Rabi,562.8,32.5,71.3,6.94,144.33,43.39,115.24,Sugarcane
Udupi,Kharif,3092.1,23.8,42.5,5.49,81.03,41.5,56.53,Paddy
Belagavi,Rabi,832.9,22.3,65.3,6.49,86.4,35.83,62.03,Maize
Chitradurga,Rabi,702.7,30.2,32.7,7.18,102.58,48.56,64.05,Maize
Shivamogga,Kharif,1218.0,27.3,79.6,6.38,60.09,21.9,29.77,Millets
Gadag,Kharif,526.2,28.6,77.2,6.87,59.48,15.19,33.88,Sorghum
Mysuru,Rabi,925.3,27.7,90.8,7.15,53.73,37.39,42.59,Mango
Dakshina Kannada,Kharif,2983.1,31.2,47.6,6.17,51.71,33.94,38.76,Coconut
Ramanagara,Summer,773.6,33.2,54.4,6.39,90.03,47.99,73.99,Maize
Dakshina Kannada,Kharif,3152.1,25.3,73.9,5.24,98.94,52.38,106.53,Pepper
Chitradurga,Summer,536.4,32.9,58.6,6.09,24.93,13.55,14.06,Pulses
Belagavi,Kharif,1113.8,21.7,84.9,6.83,66.0,32.27,33.54,Rice
Shivamogga,Kharif,1321.7,25.5,57.3,5.66,117.31,74.12,247.34,Arecanut
Shivamogga,Kharif,1648.5,24.5,48.4,5.14,79.52,49.79,73.32,Vegetables
Mysuru,Rabi,1113.6,26.9,82.4,7.63,65.27,28.92,23.65,Mango
Dharwad,Rabi,930.9,21.2,62.6,6.79,19.05,22.42,21.89,Pulses
Gadag,Year-round,647.6,33.4,73.1,7.84,15.06,17.15,15.4,Pulses
Haveri,Kharif,869.3,28.7,70.3,6.75,80.97,29.35,49.32,Cotton
Bagalkote,Rabi,659.4,27.5,72.9,6.98,33.72,17.82,25.03,Sorghum
Mysuru,Rabi,1169.2,18.4,40.4,7.14,112.1,45.96,80.26,Sugarcane
Vijayapura,Rabi,677.9,35.4,34.7,8.03,75.07,91.98,85.0,Onion
Hassan,Year-round,1177.3,24.0,60.7,6.29,105.83,33.74,122.47,Sugarcane
Dakshina Kannada,Summer,3527.4,28.3,66.3,5.39,68.56,69.02,153.53,Pepper
Ramanagara,Kharif,737.6,31.8,34.3,6.32,126.39,90.86,122.48,Mulberry
Vijayapura,Rabi,726.2,32.7,34.7,7.99,43.08,12.36,24.28,Sorghum
Mysuru,Summer,919.7,18.1,80.4,6.42,32.1,30.66,45.29,Ragi
Chitradurga,Rabi,593.8,26.7,51.7,6.44,97.82,34.29,69.41,Maize
Mysuru,Summer,1078.1,23.3,88.9,7.48,106.17,29.02,51.69,Paddy
Shivamogga,Rabi,1053.1,27.1,88.0,5.91,77.26,31.94,58.66,Paddy
Chitradurga,Kharif,727.9,26.6,31.3,6.56,20.73,16.46,26.47,Pulses
Shivamogga,Rabi,1079.3,25.3,45.6,5.62,70.01,38.72,49.17,Paddy
Gadag,Kharif,689.0,31.4,50.6,7.68,16.9,25.07,10.35,Pulses
Vijayapura,Summer,604.2,29.5,32.2,6.3,99.97,80.84,125.8,Grapes
Mandya,Summer,747.9,25.5,72.3,6.63,27.45,28.48,44.28,Coconut
Hassan,Kharif,800.1,21.1,34.7,7.37,104.2,41.11,90.3,Sugarcane
Bagalkote,Summer,770.9,25.6,49.8,7.57,22.09,17.54,25.89,Pulses
Udupi,Kharif,3238.8,31.8,53.0,6.0,58.14,44.41,88.41,Cashew
Dharwad,Rabi,949.0,31.2,74.6,7.47,20.49,19.83,21.65,Pulses
Bagalkote,Kharif,723.1,28.9,34.2,7.55,21.84,12.81,30.53,Pulses
Hassan,Summer,863.3,22.0,64.0,6.78,79.46,45.34,65.35,Paddy
Shivamogga,Rabi,2144.1,19.1,91.2,5.26,42.34,34.65,49.09,Coconut
Mandya,Rabi,976.1,22.4,63.8,7.36,31.34,18.44,27.73,Ragi
Dakshina Kannada,Summer,2950.2,28.3,78.2,6.25,50.83,27.36,34.34,Coconut
Mysuru,Rabi,1186.3,29.6,91.3,7.31,28.91,42.44,54.18,Groundnut
Ramanagara,Summer,961.5,26.4,85.8,6.73,67.69,45.08,68.42,Maize
Udupi,Kharif,3096.3,25.7,50.5,6.01,84.18,47.6,66.08,Paddy
Udupi,Rabi,3025.9,31.2,61.8,6.31,123.42,42.56,51.79,Paddy
Belagavi,Rabi,1165.1,20.1,83.8,6.61,77.16,33.78,35.94,Rice
Chitradurga,Summer,650.5,28.7,54.9,7.75,103.86,46.18,40.49,Maize
Hassan,Year-round,1009.8,18.4,41.3,7.36,94.17,42.86,56.26,Vegetables
Hassan,Rabi,885.2,25.0,39.6,6.65,34.44,13.66,30.42,Ragi
Belagavi,Kharif,993.7,24.2,91.8,7.31,28.35,18.67,17.06,Pulses
Hassan,Kharif,927.5,20.3,82.1,6.23,26.47,26.94,43.72,Ragi
Bagalkote,Rabi,643.3,31.2,56.9,6.52,49.26,27.59,27.56,Sunflower
Mysuru,Kharif,1115.4,23.2,73.9,6.62,121.09,41.45,59.15,Paddy
Shivamogga,Kharif,1349.3,31.5,74.8,5.5,104.18,40.3,141.31,Sugarcane
Udupi,Rabi,2689.7,28.3,70.6,6.49,104.09,38.07,66.33,Paddy
Vijayapura,Rabi,627.3,25.8,30.1,7.82,124.66,32.11,82.33,Sugarcane
Gadag,Rabi,607.6,31.4,69.7,8.07,23.54,13.3,29.09,Pulses
Kalaburagi,Rabi,664.1,33.0,74.8,7.36,81.5,31.39,55.46,Sunflower
Bagalkote,Kharif,674.9,25.2,67.1,6.72,54.65,34.96,35.28,Sunflower
Hassan,Kharif,1075.9,18.9,63.2,7.17,116.45,47.31,105.03,Vegetables
Mysuru,Year-round,1147.6,27.7,48.5,6.82,73.98,19.3,40.48,Mango
Udupi,Kharif,3859.1,31.9,58.8,6.47,68.57,31.86,42.16,Coconut
Hassan,Kharif,913.4,29.4,61.0,7.22,117.16,36.39,138.63,Sugarcane
Udupi,Kharif,3882.7,22.3,94.1,5.49,166.46,66.51,230.38,Arecanut
Mysuru,Rabi,1051.9,24.3,66.5,7.91,10.46,48.16,33.36,Groundnut
Mysuru,Rabi,983.2,20.0,87.0,8.07,97.81,41.16,71.69,Paddy
Bagalkote,Year-round,624.3,30.3,72.9,7.24,108.36,30.54,38.71,Wheat
Belagavi,Year-round,819.8,26.9,76.1,7.73,96.35,34.26,75.29,Maize
Dharwad,Year-round,807.4,20.1,60.2,7.4,58.66,33.65,41.39,Jowar
Gadag,Rabi,594.9,34.3,34.3,6.76,54.08,20.25,24.36,Jowar
Kalaburagi,Kharif,559.8,28.5,35.2,6.69,67.04,30.22,42.44,Jowar
Dakshina Kannada,Rabi,3189.1,26.6,70.2,5.94,115.36,55.83,168.47,Arecanut
Vijayapura,Year-round,623.6,25.6,68.7,7.44,117.47,70.96,78.17,Onion
Gadag,Year-round,610.3,34.0,36.0,6.86,79.01,32.51,32.19,Cotton
Udupi,Rabi,3761.9,23.8,85.3,6.44,102.27,43.84,58.53,Paddy
Ramanagara,Kharif,916.3,33.3,63.7,6.47,78.46,52.92,66.04,Tomato
Vijayapura,Kharif,549.1,27.7,73.0,7.3,110.23,43.71,110.2,Sugarcane
Udupi,Kharif,2503.5,27.5,64.5,5.37,186.92,124.34,368.96,Banana
Belagavi,Kharif,1084.1,22.1,80.7,6.39,158.82,43.94,126.36,Sugarcane
Ramanagara,Kharif,838.2,27.6,67.2,7.35,24.41,36.81,38.11,Groundnut
Dharwad,Rabi,932.8,31.1,40.6,7.65,125.55,31.74,49.26,Wheat
Ramanagara,Rabi,772.4,31.3,46.0,6.35,102.08,45.55,76.45,Maize
Mandya,Kharif,884.3,27.8,74.2,6.78,142.73,43.31,123.55,Sugarcane
Vijayapura,Kharif,589.0,25.1,70.3,6.98,126.9,66.13,105.33,Grapes
Ramanagara,Kharif,777.8,18.4,63.3,7.06,27.85,25.34,42.36,Groundnut
Kalaburagi,Kharif,401.7,37.8,61.6,6.26,11.94,13.94,5.6,Pulses
Udupi,Rabi,2684.0,29.5,85.5,5.68,155.67,67.99,211.56,Arecanut
Dharwad,Rabi,941.7,29.9,78.1,6.69,20.5,19.13,24.53,Pulses
Dharwad,Year-round,869.8,28.6,51.7,7.76,56.5,22.11,24.37,Jowar
Bagalkote,Summer,790.7,30.1,77.4,6.98,117.74,37.34,28.51,Wheat
Vijayapura,Rabi,474.6,25.7,35.6,6.82,18.62,13.96,19.58,Pulses
Kalaburagi,Rabi,590.5,32.6,64.3,7.17,99.82,28.53,64.06,Paddy
Kalaburagi,Kharif,538.9,37.2,78.1,6.34,67.4,19.95,28.71,Jowar
Vijayapura,Rabi,613.5,29.7,37.1,7.64,14.14,23.12,22.35,Pulses
Shivamogga,Kharif,1373.2,21.7,65.5,5.9,154.57,61.86,217.23,Arecanut
Mysuru,Kharif,1179.2,21.2,69.6,6.25,77.22,38.36,62.79,Paddy
Shivamogga,Rabi,1915.0,19.4,55.5,5.33,62.59,32.72,45.48,Coconut
Chitradurga,Kharif,557.2,24.6,76.5,7.43,34.91,45.92,59.02,Groundnut
Kalaburagi,Rabi,588.3,37.0,53.0,6.38,29.71,24.34,28.09,Pulses
Shivamogga,Kharif,1773.1,31.9,48.9,5.1,109.55,52.17,103.69,Sugarcane
Kalaburagi,Kharif,456.8,33.1,40.9,7.87,106.12,49.48,64.36,Paddy
Bagalkote,Kharif,701.3,26.4,65.3,7.88,48.69,19.84,25.31,Sorghum
Chitradurga,Kharif,577.8,29.0,52.4,7.57,90.52,28.64,35.01,Cotton
Udupi,Rabi,3414.8,28.5,80.7,5.7,227.14,123.36,296.74,Banana
Chitradurga,Rabi,654.9,26.6,71.0,6.94,65.28,19.18,43.33,Sorghum
Kalaburagi,Kharif,562.8,33.6,62.4,7.12,105.81,36.6,100.57,Sugarcane
Chitradurga,Year-round,677.4,25.4,40.7,5.75,47.14,22.26,37.17,Sorghum
Gadag,Year-round,703.4,33.2,76.2,6.94,36.14,28.44,27.27,Groundnut
Bagalkote,Rabi,641.1,31.0,30.9,7.54,52.06,40.4,32.56,Sunflower
Bagalkote,Rabi,715.6,33.2,66.4,6.81,22.64,23.37,12.14,Pulses
Dharwad,Kharif,801.8,21.9,41.8,7.28,31.61,45.04,44.52,Groundnut
Gadag,Summer,661.0,24.7,69.4,7.71,52.54,17.67,33.31,Sorghum
Mandya,Kharif,736.2,32.1,55.9,7.42,87.11,51.07,85.84,Vegetables
Kalaburagi,Kharif,406.6,24.7,76.3,8.15,10.87,19.22,15.92,Pulses
Haveri,Summer,704.7,32.0,35.9,8.18,68.46,32.79,19.44,Cotton
Ramanagara,Year-round,841.5,21.7,72.4,7.46,42.95,58.52,44.52,Tomato
Dakshina Kannada,Summer,2454.0,28.0,63.4,5.91,69.24,31.91,52.85,Coconut
Vijayapura,Year-round,560.8,24.7,69.9,7.01,101.28,54.59,78.07,Onion
Haveri,Rabi,846.1,25.5,41.7,6.28,52.24,32.77,53.0,Cotton
Shivamogga,Kharif,1701.5,18.8,84.5,6.48,168.44,51.38,225.46,Arecanut
Haveri,Kharif,679.4,27.2,58.0,6.57,65.23,29.27,33.19,Jowar
Shivamogga,Kharif,2036.7,31.8,75.1,5.7,123.74,32.97,143.83,Sugarcane
Mandya,Kharif,886.2,26.2,36.0,7.46,125.8,42.59,79.51,Paddy
Dharwad,Rabi,966.8,31.9,78.8,6.49,13.06,17.5,14.85,Pulses
Hassan,Rabi,842.6,25.2,67.7,7.18,64.87,47.57,71.66,Paddy
Bagalkote,Summer,675.8,26.4,42.1,8.05,57.26,25.16,55.4,Cotton
Shivamogga,Kharif,1061.1,27.3,65.2,5.07,72.55,35.54,93.92,Vegetables
Shivamogga,Rabi,2017.3,19.0,48.4,5.84,86.09,24.76,51.6,Paddy
Haveri,Year-round,817.5,28.3,44.5,6.94,63.93,22.82,33.18,Jowar
Ramanagara,Kharif,732.8,31.3,45.7,5.81,82.43,48.94,106.88,Tomato
Mysuru,Kharif,815.1,19.9,36.2,7.21,81.61,44.2,95.94,Sugarcane
Belagavi,Kharif,949.3,25.6,75.5,7.5,14.93,18.91,17.7,Pulses
Kalaburagi,Rabi,638.9,29.6,40.8,7.72,29.08,24.72,27.58,Pulses
Bagalkote,Kharif,780.0,32.5,48.8,7.33,127.9,20.25,49.89,Wheat
Vijayapura,Year-round,484.3,37.9,62.3,6.73,62.17,49.82,80.26,Onion
Shivamogga,Year-round,1889.7,28.2,58.0,6.42,90.73,33.43,61.26,Paddy
Vijayapura,Summer,518.8,25.9,34.9,6.35,139.61,32.32,96.58,Sugarcane
Vijayapura,Rabi,640.0,25.1,34.1,6.31,41.66,17.58,30.96,Sorghum
Haveri,Rabi,792.3,29.0,49.0,7.55,22.36,12.98,22.11,Pulses
Chitradurga,Rabi,713.5,31.8,55.1,6.06,24.75,15.89,18.67,Pulses
Shivamogga,Rabi,1945.8,19.6,67.5,5.07,144.21,48.81,193.4,Arecanut
Dharwad,Summer,848.1,21.7,38.8,6.43,131.07,36.97,46.82,Wheat
Chitradurga,Summer,591.8,24.1,74.6,7.21,89.63,32.81,71.14,Maize
Vijayapura,Year-round,647.4,28.6,32.2,6.61,14.28,27.07,16.38,Pulses
Vijayapura,Kharif,587.5,24.8,65.3,7.04,59.25,60.86,92.61,Onion
Chitradurga,Rabi,553.3,26.3,33.6,6.51,75.98,40.62,35.06,Cotton
Haveri,Year-round,833.6,29.2,51.6,6.71,64.96,20.44,41.85,Cotton
Mandya,Rabi,963.0,27.7,66.0,8.06,29.75,17.37,39.63,Ragi
Chitradurga,Rabi,739.6,29.7,38.5,6.08,76.33,34.59,51.27,Cotton
Mysuru,Kharif,840.8,29.4,45.2,7.72,58.9,57.31,65.01,Vegetables
Ramanagara,Rabi,795.8,30.1,72.7,7.23,43.81,23.85,14.37,Ragi
Haveri,Year-round,770.7,23.7,63.9,8.11,83.49,33.39,38.85,Cotton
Haveri,Year-round,701.8,32.4,47.9,6.86,21.19,7.6,19.06,Pulses
Ramanagara,Kharif,983.7,27.2,88.8,5.6,101.56,46.19,65.71,Tomato
Shivamogga,Kharif,1876.8,27.6,70.2,5.73,83.24,60.83,89.51,Vegetables
Gadag,Summer,644.2,34.3,49.2,6.83,60.46,24.6,28.28,Jowar
Haveri,Year-round,602.4,22.2,77.0,7.34,9.83,23.16,22.65,Pulses
Mandya,Kharif,846.2,26.4,46.7,8.19,31.73,20.37,34.84,Ragi
Udupi,Kharif,3316.5,25.5,94.0,6.43,53.96,41.4,86.21,Cashew
Mandya,Kharif,928.3,34.0,52.3,7.8,51.19,27.09,30.1,Ragi
Mandya,Kharif,949.8,27.8,64.6,6.71,65.83,28.37,45.01,Coconut
Dakshina Kannada,Kharif,3125.4,27.6,76.0,5.38,65.08,19.61,42.25,Coconut
Mysuru,Kharif,915.1,23.8,61.9,7.94,33.52,29.52,27.26,Ragi
Vijayapura,Rabi,461.6,28.7,58.2,7.43,97.78,64.79,129.53,Grapes
Udupi,Rabi,3644.8,29.4,85.2,5.31,164.22,161.46,259.92,Banana
Bagalkote,Rabi,710.6,33.9,39.2,7.94,59.79,34.45,38.34,Sunflower
Udupi,Kharif,3961.6,31.1,94.7,5.63,186.63,63.84,193.54,Arecanut
Kalaburagi,Rabi,443.5,26.6,63.7,6.99,67.08,29.32,35.29,Sunflower
Gadag,Kharif,691.0,28.2,30.4,7.77,38.54,44.3,35.87,Groundnut
Vijayapura,Rabi,741.6,28.6,56.1,6.97,103.23,59.92,106.48,Grapes
Udupi,Rabi,3689.2,27.1,85.6,5.23,149.0,42.0,194.34,Arecanut
Udupi,Rabi,3366.1,25.2,43.7,5.74,56.41,44.43,44.41,Paddy
Hassan,Rabi,1087.8,27.4,93.6,7.38,53.18,22.37,30.55,Ragi
Ramanagara,Kharif,774.6,31.0,68.3,5.69,171.2,102.62,129.02,Mulberry
Mysuru,Kharif,1051.9,20.5,68.2,6.38,42.72,29.55,53.87,Groundnut
Haveri,Kharif,886.0,31.1,36.3,8.18,102.27,42.52,58.23,Maize
Chitradurga,Year-round,695.6,33.3,76.0,6.35,116.35,42.11,74.19,Maize
Hassan,Rabi,953.6,24.3,84.7,6.44,94.61,34.16,97.22,Sugarcane
Vijayapura,Kharif,730.5,28.9,44.2,6.96,85.44,81.39,83.17,Onion
Hassan,Rabi,987.0,19.8,61.1,6.58,147.3,51.69,199.98,Arecanut
Ramanagara,Year-round,717.4,32.6,45.7,6.88,77.8,32.98,43.93,Maize
Mysuru,Rabi,830.7,21.5,37.4,7.69,97.5,54.78,63.21,Paddy
Ramanagara,Rabi,958.9,27.7,52.1,5.86,88.13,43.52,64.47,Tomato
Kalaburagi,Kharif,414.7,28.0,65.4,7.72,56.33,33.6,30.91,Sunflower
Dakshina Kannada,Rabi,2455.2,31.1,45.8,6.34,163.88,111.85,271.54,Banana
Kalaburagi,Rabi,532.5,36.4,30.8,7.26,68.27,33.99,41.51,Sunflower
Mandya,Kharif,887.1,22.4,47.3,6.34,126.21,47.32,54.47,Paddy
Udupi,Year-round,3261.8,24.2,86.7,6.35,55.46,22.12,29.74,Coconut
Dakshina Kannada,Rabi,3440.1,26.5,85.6,5.55,72.62,50.66,53.84,Paddy
Bagalkote,Rabi,740.8,26.9,33.6,7.6,108.54,40.59,91.8,Sugarcane
Vijayapura,Kharif,658.4,31.7,64.8,7.94,134.69,35.06,121.51,Sugarcane
Mandya,Year-round,919.1,23.3,78.6,6.6,126.18,16.6,102.04,Sugarcane
Haveri,Rabi,839.5,24.4,53.0,7.29,93.57,40.2,52.85,Maize
Kalaburagi,Year-round,542.5,27.1,55.1,7.92,17.26,25.24,23.48,Pulses
Udupi,Rabi,2662.4,26.0,86.5,6.27,133.53,33.3,74.99,Paddy
Chitradurga,Kharif,548.2,28.3,64.7,5.98,45.14,28.08,32.74,Sorghum
Haveri,Kharif,716.4,33.7,65.9,6.86,24.41,11.49,29.75,Pulses
Haveri,Kharif,620.3,24.6,77.2,7.67,49.47,38.22,45.67,Groundnut
Mandya,Kharif,900.5,23.7,48.2,6.31,42.81,16.02,38.16,Ragi
Kalaburagi,Summer,434.6,24.0,58.5,7.85,11.49,19.29,10.17,Pulses
Shivamogga,Year-round,2122.1,19.8,50.5,6.28,42.37,23.93,30.4,Millets
Chitradurga,Rabi,503.8,27.1,65.5,7.39,91.06,32.69,65.27,Maize
Belagavi,Kharif,888.9,22.0,32.9,7.27,30.18,47.64,42.57,Groundnut
Kalaburagi,Rabi,616.5,30.1,44.1,7.27,98.9,27.5,112.51,Sugarcane
Udupi,Rabi,2704.4,27.6,77.6,6.43,45.04,33.03,30.69,Coconut
Gadag,Kharif,683.8,23.6,54.3,6.38,81.08,32.37,44.18,Cotton
Gadag,Summer,528.8,33.6,55.2,7.19,90.33,28.25,12.21,Cotton
Vijayapura,Kharif,573.0,29.2,78.6,6.5,109.83,30.62,161.83,Sugarcane
Hassan,Rabi,985.6,28.7,74.2,7.11,53.85,42.4,114.94,Coffee
Vijayapura,Rabi,499.3,28.3,76.6,8.08,33.61,17.03,31.79,Sorghum
Mandya,Summer,945.5,27.4,51.3,6.33,93.41,40.99,75.59,Paddy
Belagavi,Kharif,1164.5,31.3,53.6,7.33,47.92,27.43,47.2,Rice
Ramanagara,Summer,937.2,28.2,90.9,6.56,84.54,67.38,80.98,Tomato
Hassan,Kharif,1036.9,25.7,85.1,7.22,175.27,94.07,212.99,Arecanut
Mandya,Kharif,867.7,33.8,43.0,7.98,137.15,42.88,55.35,Paddy
Mandya,Rabi,714.3,24.8,32.3,6.76,101.46,57.3,58.58,Paddy
Shivamogga,Kharif,1068.9,18.5,62.8,6.02,132.97,44.38,120.33,Sugarcane
Dakshina Kannada,Kharif,3951.7,23.1,82.3,6.45,58.37,27.92,50.17,Paddy
Gadag,Kharif,787.7,32.1,61.9,7.73,23.79,40.76,23.28,Groundnut
Vijayapura,Rabi,459.8,30.1,74.5,6.78,149.51,62.44,108.8,Grapes
Bagalkote,Rabi,731.2,30.9,39.8,7.07,73.07,43.59,44.34,Cotton
Udupi,Rabi,3307.1,31.0,78.4,5.06,185.23,75.97,281.95,Banana
Haveri,Kharif,894.6,25.4,78.7,8.03,78.18,30.96,22.76,Cotton
Gadag,Kharif,732.4,30.1,70.5,8.01,93.33,29.35,28.8,Cotton
Bagalkote,Kharif,608.6,26.3,66.3,7.37,114.54,49.7,33.55,Wheat
Udupi,Rabi,2986.9,31.3,85.7,5.8,77.14,47.9,57.71,Paddy
Ramanagara,Year-round,870.7,22.4,44.5,5.64,13.64,59.63,52.06,Groundnut
Belagavi,Kharif,919.2,26.7,92.0,7.22,26.81,31.74,35.05,Groundnut
Udupi,Year-round,3652.9,27.2,93.8,6.29,49.83,47.17,85.71,Cashew
Udupi,Summer,2780.3,26.9,74.0,6.26,179.2,55.25,188.73,Arecanut
Shivamogga,Kharif,1603.7,19.2,63.4,5.54,62.06,41.42,42.7,Paddy
Shivamogga,Kharif,1676.8,25.9,91.2,5.15,124.05,42.43,64.86,Paddy
Belagavi,Rabi,813.1,25.9,60.0,8.02,13.45,18.9,15.34,Pulses
Mandya,Rabi,798.7,31.9,38.2,7.6,107.92,31.72,111.4,Sugarcane
Chitradurga,Kharif,593.5,29.4,57.8,7.6,24.13,11.62,20.9,Pulses
Vijayapura,Kharif,505.3,35.6,52.4,8.08,57.19,24.16,25.81,Sorghum
Chitradurga,Kharif,749.7,24.4,40.6,5.92,96.0,29.7,45.73,Cotton
Hassan,Kharif,877.5,24.2,56.6,6.56,160.22,48.99,150.36,Sugarcane
Mysuru,Rabi,849.6,31.9,74.4,8.09,129.59,43.75,123.95,Sugarcane
Hassan,Kharif,1159.0,20.9,83.1,7.82,31.54,17.76,30.23,Ragi
Ramanagara,Kharif,966.1,19.0,67.5,5.89,39.57,30.83,49.55,Ragi
Mandya,Kharif,725.7,33.5,30.1,7.96,64.54,39.72,73.45,Vegetables
Mysuru,Kharif,1123.5,22.6,46.7,6.37,48.8,30.93,31.83,Ragi
Udupi,Rabi,3282.2,31.0,48.8,5.43,141.76,43.46,72.2,Paddy
Dharwad,Kharif,941.3,31.7,58.6,6.96,30.95,47.57,28.04,Groundnut
Bagalkote,Kharif,734.2,30.1,48.9,6.87,89.28,27.64,31.51,Cotton
Dharwad,Rabi,983.9,24.2,47.4,7.52,22.05,18.39,24.11,Pulses
Udupi,Kharif,3435.2,31.4,57.5,5.66,96.67,33.66,61.66,Paddy
Shivamogga,Rabi,1684.2,29.3,55.6,6.12,82.45,38.41,47.61,Paddy
Ramanagara,Kharif,721.5,32.5,77.9,5.78,66.74,38.94,50.93,Maize
Dharwad,Kharif,816.7,25.7,41.1,6.76,22.54,36.24,42.18,Groundnut
Dharwad,Summer,728.7,24.2,57.4,7.77,9.5,30.0,42.95,Groundnut
Mysuru,Rabi,891.3,28.4,55.9,7.72,21.06,38.39,51.41,Groundnut
Vijayapura,Kharif,607.3,37.8,69.8,6.44,24.95,17.97,15.25,Pulses
Mandya,Kharif,905.2,31.2,79.8,6.77,63.65,26.65,46.25,Coconut
Udupi,Kharif,2548.6,28.7,68.0,5.43,200.98,75.17,138.04,Arecanut
Shivamogga,Rabi,1920.1,29.0,58.6,5.45,108.49,32.49,115.45,Sugarcane
Haveri,Kharif,875.7,25.5,77.8,6.98,92.49,29.35,27.21,Cotton
Bagalkote,Kharif,676.6,31.1,57.3,7.87,33.45,42.17,34.43,Groundnut
Kalaburagi,Kharif,615.8,32.3,55.5,6.69,66.65,34.04,41.82,Sunflower
